date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,faults,received_faults
30/09/2016,Real Madrid,101,Unicaja,90,local,Anthony Erwin Randolph,2,18:05,1,6,0,1,0,0,7,0,1,3
30/09/2016,Real Madrid,101,Unicaja,90,local,Dontaye Dominic Draper ,5,12:34,0,0,1,1,2,4,1,1,3,2
30/09/2016,Real Madrid,101,Unicaja,90,local,Rodolfo Fernández Farrés,5,15:13,1,2,1,5,0,0,1,4,1,2
30/09/2016,Real Madrid,101,Unicaja,90,local,Andrés Marcelo Nocioni,3,03:38,0,0,1,1,0,0,0,0,0,0
30/09/2016,Real Madrid,101,Unicaja,90,local,Luka Doncic,6,18:56,1,1,1,1,1,2,2,4,3,2
30/09/2016,Real Madrid,101,Unicaja,90,local,Jonas Maciulis ,6,16:40,2,4,0,1,2,2,2,1,2,1
30/09/2016,Real Madrid,101,Unicaja,90,local,Felipe Reyes Cabanas,13,18:17,3,4,0,0,7,7,3,0,2,6
30/09/2016,Real Madrid,101,Unicaja,90,local,Gustavo Alfonso Ayón Aguirre,16,19:35,8,10,0,0,0,0,6,0,1,1
30/09/2016,Real Madrid,101,Unicaja,90,local,Jaycee Don Jerry Dean Carroll ,14,20:10,2,4,2,5,4,5,1,2,2,2
30/09/2016,Real Madrid,101,Unicaja,90,local,Tegba Othello Hunter Jr ,12,20:04,5,6,0,1,2,2,3,0,1,1
30/09/2016,Real Madrid,101,Unicaja,90,local,Sergio Llull Meliá,14,24:04,6,9,0,3,2,4,4,9,0,2
30/09/2016,Real Madrid,101,Unicaja,90,local,Jeffery Matthew Taylor ,5,12:44,1,1,1,2,0,0,3,1,1,0
30/09/2016,Real Madrid,101,Unicaja,90,visit,Viny-Pierrot Marcel Okouo ,0,05:50,0,0,0,0,0,2,0,0,1,1
30/09/2016,Real Madrid,101,Unicaja,90,visit,Kyle Edward Fogg ,6,13:29,2,5,0,2,2,3,0,1,2,3
30/09/2016,Real Madrid,101,Unicaja,90,visit,Alberto Díaz Ortiz,6,13:26,0,1,2,2,0,0,4,3,3,1
30/09/2016,Real Madrid,101,Unicaja,90,visit,Daniel Díez De La Faya,11,15:12,1,2,3,4,0,0,4,0,0,1
30/09/2016,Real Madrid,101,Unicaja,90,visit,Juan José García Rodríguez,0,00:21,0,1,0,0,0,0,0,0,1,0
30/09/2016,Real Madrid,101,Unicaja,90,visit,Jamar Desean Smith ,6,25:11,2,8,0,2,2,2,0,1,4,2
30/09/2016,Real Madrid,101,Unicaja,90,visit,Nemanja Nedovic ,13,32:13,5,8,1,4,0,0,2,5,1,1
30/09/2016,Real Madrid,101,Unicaja,90,visit,Oliver Lafayette ,5,12:49,1,2,1,2,0,0,3,3,0,2
30/09/2016,Real Madrid,101,Unicaja,90,visit,Adam Szczepan Waczynski ,5,17:07,1,1,1,3,0,0,1,1,2,1
30/09/2016,Real Madrid,101,Unicaja,90,visit,Jeffrey Dean Brooks Jr ,12,13:14,3,4,2,2,0,0,5,2,5,2
30/09/2016,Real Madrid,101,Unicaja,90,visit,Carlos Suárez García-Osorio,12,28:55,2,2,2,4,2,2,7,4,2,2
30/09/2016,Real Madrid,101,Unicaja,90,visit,Dejan Musli,14,22:13,7,12,0,0,0,1,5,1,2,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Antoine Camille Diot ,6,19:01,3,5,0,2,0,0,2,3,4,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Sam Tom B. Van Rossom ,4,21:46,1,4,0,5,2,2,1,2,3,4
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Romain Lebel-Guessagba-Sato ,12,12:01,3,4,2,2,0,0,1,0,3,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Vlantimir Giankovits ,0,07:16,0,0,0,1,0,0,1,0,1,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Bojan Dubljevic ,11,23:23,2,8,2,4,1,1,5,2,2,3
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Guillem Vives Torrent,9,20:59,3,3,1,3,0,0,3,7,2,0
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Rafael Martínez Aguilera,0,18:14,0,0,0,2,0,0,0,2,2,0
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Pierre David Oriola Garriga,2,12:17,1,2,0,0,0,0,1,0,1,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Fernando San Emeterio Lara,5,20:43,1,2,1,2,0,0,1,2,1,2
06/10/2016,Valencia Basket,75,Real Madrid,94,local,Lucas Clayton Sikma ,12,17:21,5,10,0,1,2,2,9,0,0,1
06/10/2016,Valencia Basket,75,Real Madrid,94,local,John Henry Bryant Iii ,2,04:20,1,1,0,0,0,0,0,0,1,0
06/10/2016,Valencia Basket,75,Real Madrid,94,local,William Benson Thomas ,12,22:39,2,2,2,3,2,2,5,2,2,1
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Anthony Erwin Randolph,9,20:58,3,5,1,3,0,0,5,4,2,2
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Dontaye Dominic Draper ,1,09:38,0,1,0,0,1,2,1,2,0,1
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Rodolfo Fernández Farrés,17,27:26,2,3,3,7,4,5,0,2,3,3
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Andrés Marcelo Nocioni,7,04:10,2,2,1,1,0,0,0,0,0,0
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Luka Doncic,8,12:50,2,2,1,1,1,1,5,2,0,3
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Jonas Maciulis ,3,17:13,0,1,1,1,0,0,2,1,1,1
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Felipe Reyes Cabanas,4,14:52,1,5,0,0,2,2,8,0,1,2
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Gustavo Alfonso Ayón Aguirre,12,16:41,4,6,0,0,4,4,1,1,2,2
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Jaycee Don Jerry Dean Carroll ,9,19:46,2,4,1,5,2,2,1,0,2,3
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Tegba Othello Hunter Jr ,6,23:04,3,7,0,0,0,0,9,0,1,0
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Sergio Llull Meliá,18,25:22,4,4,3,4,1,1,1,8,2,4
06/10/2016,Valencia Basket,75,Real Madrid,94,visit,Jeffery Matthew Taylor ,0,08:00,0,1,0,0,0,0,0,0,1,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,José Ángel Antelo Paredes,2,13:43,1,1,0,1,0,0,2,0,1,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Facundo Campazzo Avedano,5,26:39,2,5,0,1,1,2,5,10,2,3
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Vitor Alves Benite ,23,24:52,4,6,5,8,0,0,1,1,2,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Pedro Llompart Usón,8,13:21,1,1,1,2,3,4,3,1,2,3
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Nemanja Radovic ,11,20:00,4,7,1,2,0,0,4,2,1,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,William James Baron ,5,10:04,1,1,1,3,0,0,0,1,0,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Vitor Luiz Faverani Tatsch,9,19:03,2,2,1,1,2,2,3,1,1,4
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Julen Imanol Olaizola González,0,02:45,0,1,0,0,0,0,0,0,1,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Marcos Nicolás Delía,6,18:12,2,3,0,0,2,3,3,0,2,2
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Martynas Pocius ,4,12:52,2,3,0,1,0,0,2,1,0,2
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Sadiel Antonnio Lucciano Rojas Thompson ,2,25:36,1,1,0,1,0,0,7,2,2,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,local,Ovie Paul Soko,10,12:53,3,3,1,3,1,1,2,0,1,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Patrik Auda ,3,23:15,0,5,1,1,0,0,4,0,2,2
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Scott Simmons Suggs ,10,24:25,5,7,0,5,0,0,2,2,0,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Aleksandar Cvetkovic ,6,19:29,3,6,0,1,0,0,0,2,2,2
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Petar Aranitovic ,10,13:55,2,3,2,5,0,0,2,0,2,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Marjan Cakarun ,2,09:14,1,2,0,2,0,0,2,0,3,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Román Montañez Martín,0,01:40,0,0,0,0,0,0,0,0,0,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Luksa Andric ,5,23:58,2,3,0,0,1,2,4,1,3,3
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Joseph Charles Trapani ,13,21:53,5,6,1,3,0,0,4,0,2,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Jordan Djounorou Sakho,2,01:40,0,0,0,0,2,2,0,0,1,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Pere Tomàs Noguera,8,26:14,1,2,2,4,0,0,5,1,2,0
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Judicaël Romaric Belemene Dzabatou,0,13:46,0,1,0,1,0,0,1,0,1,1
09/10/2016,UCAM Murcia CB,85,ICL Manresa,61,visit,Lluis Costa Martínez,2,20:31,0,2,0,3,2,2,0,1,1,3
15/10/2016,Unicaja,89,Herbalife GC,78,local,Viny-Pierrot Marcel Okouo ,2,00:49,1,2,0,0,0,0,0,0,1,0
15/10/2016,Unicaja,89,Herbalife GC,78,local,Kyle Edward Fogg ,5,08:50,0,2,1,2,2,2,0,3,1,2
15/10/2016,Unicaja,89,Herbalife GC,78,local,Alberto Díaz Ortiz,5,15:46,1,2,1,4,0,2,2,3,4,1
15/10/2016,Unicaja,89,Herbalife GC,78,local,Daniel Díez De La Faya,15,20:12,3,4,2,3,3,3,4,1,2,4
15/10/2016,Unicaja,89,Herbalife GC,78,local,Jamar Desean Smith ,8,21:47,4,9,0,1,0,1,0,5,1,1
15/10/2016,Unicaja,89,Herbalife GC,78,local,Nemanja Nedovic ,23,22:53,7,8,2,6,3,3,1,6,2,6
15/10/2016,Unicaja,89,Herbalife GC,78,local,Oliver Lafayette ,13,16:20,4,4,1,3,2,3,0,1,2,3
15/10/2016,Unicaja,89,Herbalife GC,78,local,Adam Szczepan Waczynski ,0,14:12,0,2,0,0,0,0,4,0,4,0
15/10/2016,Unicaja,89,Herbalife GC,78,local,Jeffrey Dean Brooks Jr ,6,19:31,3,4,0,1,0,0,2,1,0,1
15/10/2016,Unicaja,89,Herbalife GC,78,local,Carlos Suárez García-Osorio,0,20:29,0,2,0,1,0,0,2,3,3,1
15/10/2016,Unicaja,89,Herbalife GC,78,local,Dejan Musli,8,26:55,3,9,0,0,2,3,10,0,0,2
15/10/2016,Unicaja,89,Herbalife GC,78,local,Hamady Barro Ndiaye ,4,12:16,2,3,0,0,0,1,2,2,3,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Venard Richard Hendrix ,6,23:30,2,4,0,0,2,2,7,1,3,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Alberto Oliver Campos,11,18:49,1,1,0,3,9,9,0,2,3,9
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Darko Planinic ,3,16:29,1,2,0,0,1,2,1,0,3,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Lester McCalebb,12,21:11,2,4,1,1,5,5,1,6,1,3
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Sasu Antreas Salin ,3,20:43,0,0,1,5,0,0,1,1,2,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Eulis Rafael Báez Benjamín,6,15:17,2,4,0,1,2,2,2,1,2,2
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Anzejs Pasecniks,3,05:51,0,0,1,1,0,0,1,0,0,0
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Royce Khalil O´Neale ,2,12:52,1,1,0,0,0,0,1,1,4,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Oriol Paulí Fornells,2,14:26,1,3,0,1,0,0,2,0,1,0
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Xavier Rabaseda Bertran,9,15:06,2,3,1,2,2,2,2,0,2,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Kyle Matthew Kuric ,13,16:54,3,4,2,4,1,2,3,1,1,1
15/10/2016,Unicaja,89,Herbalife GC,78,visit,Pablo Aguilar Bermúdez,8,18:52,2,3,1,3,1,2,3,1,1,3
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Stephen Jeffrey Carino Holt ,9,20:44,0,4,2,3,3,4,2,0,3,2
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Filip Kraljevic ,9,14:07,2,3,0,0,5,6,6,1,5,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Sergi García Calvo,8,21:11,2,2,1,5,1,4,3,8,1,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Tomás Juan Bellas García,2,18:49,1,6,0,2,0,0,0,3,4,1
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Simón Pursl ,2,01:39,1,1,0,0,0,0,0,0,0,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Martynas Gecevicius ,19,28:09,2,3,4,9,3,3,1,2,2,1
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Jhonatan Barreiro Rodríguez,2,01:49,1,2,0,0,0,0,1,0,0,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Robin Clemens Benzing ,16,23:39,4,4,2,2,2,2,0,2,1,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Henk Norel,8,21:54,3,6,0,0,2,2,7,2,4,2
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Miguel Servera Rodríguez,0,05:42,0,0,0,0,0,0,0,0,1,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Isaac Mana Mei Langi Finau Fotu ,7,21:29,3,5,0,2,1,3,3,0,1,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,local,Stevan Jelovac,13,20:48,1,3,3,4,2,4,5,0,3,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,José Ángel Antelo Paredes,8,16:40,1,2,2,3,0,0,4,0,2,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Facundo Campazzo Avedano,9,19:35,2,5,1,5,2,2,2,2,3,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Vitor Alves Benite ,17,31:45,5,7,1,4,4,5,1,4,4,4
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Pedro Llompart Usón,0,14:30,0,0,0,2,0,0,0,3,2,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Nemanja Radovic ,1,14:59,0,0,0,2,1,2,5,2,2,3
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,William James Baron ,11,18:22,0,4,3,4,2,2,3,4,1,2
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Vitor Luiz Faverani Tatsch,5,16:12,1,1,0,0,3,4,3,0,5,5
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Julen Imanol Olaizola González,,,0,0,0,0,0,0,,,,
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Marcos Nicolás Delía,13,22:18,5,6,0,0,3,4,4,0,3,5
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Martynas Pocius ,2,15:22,1,2,0,3,0,0,1,1,1,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Sadiel Antonnio Lucciano Rojas Thompson ,0,11:26,0,0,0,0,0,0,2,0,3,0
22/10/2016,Tecnyconta Zgz,95,UCAM Murcia CB,77,visit,Ovie Paul Soko,11,18:51,1,1,3,5,0,0,4,1,2,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,José Ángel Antelo Paredes,3,16:22,0,2,1,5,0,0,5,0,0,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Facundo Campazzo Avedano,5,25:11,2,5,0,4,1,1,2,3,4,3
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Vitor Alves Benite ,9,18:59,3,4,1,4,0,0,1,0,2,0
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Pedro Llompart Usón,6,21:08,1,1,0,0,4,4,1,5,2,5
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Nemanja Radovic ,2,13:08,1,3,0,1,0,0,2,0,2,0
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,William James Baron ,6,14:40,0,0,2,4,0,0,1,0,2,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Vitor Luiz Faverani Tatsch,6,26:13,3,4,0,2,0,0,8,1,2,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Julen Imanol Olaizola González,,,0,0,0,0,0,0,,,,
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Marcos Nicolás Delía,4,13:46,2,3,0,0,0,1,3,0,2,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Martynas Pocius ,6,13:00,0,2,2,3,0,0,0,0,0,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Sadiel Antonnio Lucciano Rojas Thompson ,8,20:20,3,5,0,4,2,2,6,0,2,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,local,Ovie Paul Soko,2,17:13,1,4,0,1,0,0,4,0,4,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Venard Richard Hendrix ,14,21:12,4,7,2,3,0,0,2,0,2,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Alberto Oliver Campos,4,13:31,2,5,0,2,0,0,1,0,2,0
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Darko Planinic ,8,15:07,2,4,0,0,4,6,5,0,3,5
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Lester McCalebb,12,26:16,3,5,0,1,6,6,4,4,3,4
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Sasu Antreas Salin ,5,18:12,0,0,1,7,2,2,0,1,2,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Eulis Rafael Báez Benjamín,4,18:00,2,5,0,2,0,0,1,0,1,2
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Anzejs Pasecniks,0,03:40,0,0,0,0,0,0,1,0,0,0
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Royce Khalil O´Neale ,5,22:16,1,4,1,2,0,0,8,2,1,1
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Oriol Paulí Fornells,,,0,0,0,0,0,0,,,,
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Xavier Rabaseda Bertran,4,17:47,2,2,0,0,0,0,4,1,0,3
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Kyle Matthew Kuric ,16,22:00,4,5,2,4,2,2,3,2,4,3
29/10/2016,UCAM Murcia CB,57,Herbalife GC,76,visit,Pablo Aguilar Bermúdez,4,21:59,1,1,0,5,2,2,6,0,0,1
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Marko Popovic ,12,22:14,3,4,1,5,3,4,0,2,3,6
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Ian Joseph O Leary ,7,18:57,2,2,1,3,0,0,2,1,1,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Luka Rupnik ,5,21:08,1,2,1,4,0,0,2,4,2,1
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Ludvig Erik Hakanson ,2,18:55,1,3,0,2,0,0,1,2,2,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Alejandro Llorca Castillo,6,17:01,3,8,0,1,0,0,3,1,1,3
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Francisco Javier Cruz Saldivar,0,09:20,0,0,0,2,0,0,1,0,4,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,David Earl Wear Jr,,,0,0,0,0,0,0,,,,
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Rolands Smits ,17,22:24,7,7,1,3,0,0,5,0,2,2
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Xavier Rey Sanuy,6,14:40,2,3,0,0,2,4,5,0,3,3
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,José María González Calvo,0,06:58,0,0,0,0,0,0,1,1,1,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Cheikh Moussa Diagné ,4,18:21,2,5,0,0,0,0,6,0,1,3
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,local,Ivan Paunic ,14,30:02,7,10,0,4,0,0,2,1,2,2
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Antoine Camille Diot ,0,14:51,0,0,0,5,0,0,1,2,1,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Sam Tom B. Van Rossom ,,,0,0,0,0,0,0,,,,
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Romain Lebel-Guessagba-Sato ,2,10:12,1,1,0,1,0,0,4,0,3,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Bojan Dubljevic ,9,14:20,3,6,1,2,0,0,4,0,1,3
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Guillem Vives Torrent,13,25:08,2,5,3,6,0,0,1,4,2,1
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Rafael Martínez Aguilera,7,14:01,0,0,1,4,4,5,0,3,4,3
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Pierre David Oriola Garriga,4,21:58,2,2,0,1,0,2,3,0,1,1
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Fernando San Emeterio Lara,12,29:47,0,2,2,6,6,10,5,2,0,9
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Joan Sastre Morro,11,25:58,4,4,1,1,0,2,1,0,3,1
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Lucas Clayton Sikma ,6,26:39,2,2,0,0,2,2,9,5,4,4
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,Viacheslav Kravtsov ,4,07:32,2,2,0,0,0,0,4,0,1,0
05/11/2016,Montakit Fuenla,73,Valencia Basket,68,visit,William Benson Thomas ,0,09:34,0,0,0,2,0,0,1,0,0,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,José Ángel Antelo Paredes,4,21:43,1,3,0,2,2,2,1,1,3,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Facundo Campazzo Avedano,24,32:58,4,9,4,8,4,6,6,3,4,7
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Vitor Alves Benite ,10,26:59,2,4,1,7,3,3,1,1,1,1
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Pedro Llompart Usón,0,07:06,0,0,0,1,0,0,0,2,2,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Nemanja Radovic ,4,16:21,2,4,0,0,0,0,3,0,2,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,William James Baron ,0,13:13,0,3,0,1,0,0,1,1,2,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Vitor Luiz Faverani Tatsch,21,32:44,7,11,1,2,4,4,3,2,4,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Julen Imanol Olaizola González,,,0,0,0,0,0,0,,,,
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Marcos Nicolás Delía,2,08:57,1,3,0,0,0,0,0,0,0,1
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Martynas Pocius ,14,16:36,1,1,3,4,3,4,1,2,0,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Sadiel Antonnio Lucciano Rojas Thompson ,4,23:23,2,6,0,2,0,0,8,1,1,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,local,Ovie Paul Soko,,,0,0,0,0,0,0,,,,
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Tyrese Jammal Rice ,23,30:27,6,8,3,8,2,3,1,3,2,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Jonathan Alexander Holmes ,12,16:30,3,4,2,4,0,0,6,0,3,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Richard Elmer Dorsey ,2,14:41,0,0,0,0,2,2,4,1,3,2
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Aleksandar Vezenkov ,9,22:47,2,2,1,2,2,2,6,0,2,1
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Stefan Peno ,,,0,0,0,0,0,0,,,,
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Pol Figueras López,,,0,0,0,0,0,0,,,,
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Marcus Per Eriksson ,6,20:42,1,2,1,1,1,1,1,1,1,2
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Bradley Scott Oleson Lashinski,4,26:28,2,2,0,1,0,0,1,2,2,1
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Petteri Johannes Koponen ,23,23:52,4,4,3,3,6,6,3,1,3,3
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Stratos Perperoglou ,4,19:17,2,3,0,2,0,0,3,1,3,0
12/11/2016,UCAM Murcia CB,83,Barcelona Lassa,99,visit,Ante Tomic ,16,25:16,5,7,0,0,6,7,6,2,2,6
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Albert Sàbat Vilà,11,24:57,2,3,1,4,4,4,2,3,3,2
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Alberto Abalde Díaz,14,22:55,5,8,1,2,1,2,4,1,3,1
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Sergi Vidal Plana,11,30:58,2,3,1,2,4,4,3,2,0,4
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Albert Miralles Berge,4,19:42,2,2,0,1,0,0,4,2,2,1
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Luka Bogdanovic ,16,30:41,2,4,3,5,3,3,1,2,2,3
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Sarunas Vasiliauskas ,8,14:51,0,2,2,5,2,2,3,2,1,1
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Albert Ventura Pedreño,0,15:53,0,1,0,2,0,0,1,2,4,0
