date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,faults,received_faults
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Romain Lebel-Guessagba-Sato ,0,07:32,0,0,0,0,0,0,0,0,0,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Bojan Dubljevic ,10,25:15,5,12,0,2,0,0,15,0,3,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Guillem Vives Torrent,2,13:06,1,1,0,1,0,0,2,1,5,0
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Rafael Martínez Aguilera,12,27:02,1,1,2,3,4,4,0,3,2,3
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Pierre David Oriola Garriga,2,09:34,0,1,0,0,2,4,0,0,1,2
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Fernando San Emeterio Lara,13,27:36,1,2,3,5,2,3,4,2,1,9
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Joan Sastre Morro,9,17:50,1,2,2,3,1,2,5,1,0,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Luis Ferrando Ortells,,,0,0,0,0,0,0,,,,
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Lucas Clayton Sikma ,6,22:07,1,2,1,3,1,2,4,2,2,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,Viacheslav Kravtsov ,1,05:11,0,0,0,0,1,2,1,0,0,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,local,William Benson Thomas ,7,17:53,2,4,1,3,0,0,2,0,0,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Xavier Tayler-Jerome Munford ,0,00:25,0,0,0,0,0,0,0,0,0,0
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Tyrese Jammal Rice ,18,30:30,5,9,2,11,2,2,0,1,1,3
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Víctor Claver Arocas,0,19:39,0,2,0,1,0,0,1,0,0,2
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Juan Carlos Navarro Feijoo,,,0,0,0,0,0,0,,,,
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Aleksandar Vezenkov ,2,12:20,1,1,0,1,0,0,0,0,4,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Stefan Peno ,,,0,0,0,0,0,0,,,,
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Marcus Per Eriksson ,3,15:14,0,0,1,3,0,0,1,0,2,0
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Bradley Scott Oleson Lashinski,9,20:06,0,0,3,3,0,0,7,1,5,0
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Petteri Johannes Koponen ,3,19:33,0,0,1,4,0,0,1,3,1,0
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Gregory Alexander Renfroe ,8,26:42,3,7,0,2,2,2,3,1,2,3
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Stratos Perperoglou ,7,24:32,2,5,1,4,0,0,7,1,4,1
27/05/2017,Valencia Basket,67,Barcelona Lassa,64,visit,Ante Tomic ,14,30:59,4,7,0,0,6,11,6,3,4,8
30/05/2017,Baskonia,82,Valencia Basket,83,local,Ricardo Julio Ledo ,10,16:03,5,5,0,3,0,1,1,3,3,3
30/05/2017,Baskonia,82,Valencia Basket,83,local,Johannes Voigtmann ,6,18:38,3,4,0,1,0,0,2,1,0,0
30/05/2017,Baskonia,82,Valencia Basket,83,local,Adam Hanga ,12,30:05,4,5,1,2,1,1,3,2,4,2
30/05/2017,Baskonia,82,Valencia Basket,83,local,Tadas Sedekerskis ,0,06:16,0,0,0,0,0,0,0,0,0,0
30/05/2017,Baskonia,82,Valencia Basket,83,local,Rodrigue Gabriel Beaubois ,5,16:04,1,2,1,2,0,0,2,2,4,0
30/05/2017,Baskonia,82,Valencia Basket,83,local,Jaka Blazic ,2,11:36,1,2,0,1,0,0,2,0,1,0
30/05/2017,Baskonia,82,Valencia Basket,83,local,Ilimane Diop Gaye,2,19:29,0,2,0,0,2,2,4,1,4,4
30/05/2017,Baskonia,82,Valencia Basket,83,local,Kim Gerlof Guy Tillie,11,19:30,1,1,3,5,0,0,4,0,1,0
30/05/2017,Baskonia,82,Valencia Basket,83,local,Nicolas Laprovittola ,7,09:16,2,3,1,3,0,0,2,3,0,2
30/05/2017,Baskonia,82,Valencia Basket,83,local,Tornike Shengelia,10,22:23,5,8,0,1,0,0,4,0,0,1
30/05/2017,Baskonia,82,Valencia Basket,83,local,Rafael Freire Luz,,,0,0,0,0,0,0,,,,
30/05/2017,Baskonia,82,Valencia Basket,83,local,Deshane Davis Larkin ,17,30:40,2,3,3,8,4,4,4,8,2,7
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Antoine Camille Diot ,9,27:39,3,3,1,7,0,0,0,5,2,1
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Romain Lebel-Guessagba-Sato ,4,13:06,2,3,0,0,0,0,4,1,1,0
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Bojan Dubljevic ,15,24:43,6,12,1,3,0,0,2,2,1,2
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Guillem Vives Torrent,0,12:21,0,0,0,0,0,0,2,2,5,0
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Rafael Martínez Aguilera,0,13:49,0,1,0,1,0,0,0,0,1,2
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Pierre David Oriola Garriga,9,15:17,2,4,1,3,2,4,2,0,2,2
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Fernando San Emeterio Lara,24,26:54,6,7,3,5,3,4,7,0,1,6
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Joan Sastre Morro,14,26:11,2,3,1,3,7,7,2,3,2,4
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Lucas Clayton Sikma ,5,19:56,1,1,1,1,0,1,4,2,3,2
30/05/2017,Baskonia,82,Valencia Basket,83,visit,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
30/05/2017,Baskonia,82,Valencia Basket,83,visit,William Benson Thomas ,3,20:04,0,1,1,1,0,0,1,2,1,0
01/06/2017,Baskonia,90,Valencia Basket,70,local,Ricardo Julio Ledo ,24,23:02,5,9,4,6,2,2,5,3,2,2
01/06/2017,Baskonia,90,Valencia Basket,70,local,Johannes Voigtmann ,2,14:10,1,3,0,1,0,0,2,1,3,0
01/06/2017,Baskonia,90,Valencia Basket,70,local,Adam Hanga ,18,26:05,5,5,2,3,2,4,5,5,2,4
01/06/2017,Baskonia,90,Valencia Basket,70,local,Tadas Sedekerskis ,0,02:25,0,1,0,0,0,0,0,0,1,0
01/06/2017,Baskonia,90,Valencia Basket,70,local,Rodrigue Gabriel Beaubois ,5,03:43,1,4,1,2,0,0,0,0,1,0
01/06/2017,Baskonia,90,Valencia Basket,70,local,Jaka Blazic ,3,20:31,0,1,1,3,0,0,5,1,3,1
01/06/2017,Baskonia,90,Valencia Basket,70,local,Ilimane Diop Gaye,3,25:32,1,4,0,0,1,2,8,4,2,5
01/06/2017,Baskonia,90,Valencia Basket,70,local,Kim Gerlof Guy Tillie,7,20:11,2,3,1,3,0,1,6,0,2,2
01/06/2017,Baskonia,90,Valencia Basket,70,local,Nicolas Laprovittola ,10,18:02,2,6,2,2,0,0,1,4,1,1
01/06/2017,Baskonia,90,Valencia Basket,70,local,Tornike Shengelia,13,20:07,5,7,1,3,0,0,7,1,4,1
01/06/2017,Baskonia,90,Valencia Basket,70,local,Rafael Freire Luz,,,0,0,0,0,0,0,,,,
01/06/2017,Baskonia,90,Valencia Basket,70,local,Deshane Davis Larkin ,5,26:12,2,2,0,6,1,2,2,6,2,2
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Antoine Camille Diot ,16,30:21,2,3,4,6,0,0,4,6,2,1
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Romain Lebel-Guessagba-Sato ,18,21:09,4,5,2,3,4,4,7,2,2,4
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Bojan Dubljevic ,6,18:44,2,6,0,3,2,2,1,1,2,4
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Guillem Vives Torrent,1,06:16,0,1,0,0,1,2,0,1,0,1
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Rafael Martínez Aguilera,4,19:46,0,0,1,3,1,2,0,0,1,1
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Pierre David Oriola Garriga,5,17:41,2,4,0,1,1,2,3,1,3,2
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Fernando San Emeterio Lara,6,19:54,2,6,0,1,2,4,3,0,2,3
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Joan Sastre Morro,7,22:34,0,2,1,4,4,6,0,1,1,4
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Lucas Clayton Sikma ,0,17:47,0,1,0,0,0,0,1,1,3,0
01/06/2017,Baskonia,90,Valencia Basket,70,visit,Viacheslav Kravtsov ,2,03:35,1,1,0,0,0,2,1,0,1,1
01/06/2017,Baskonia,90,Valencia Basket,70,visit,William Benson Thomas ,5,22:13,1,2,1,2,0,0,3,2,1,2
03/06/2017,Valencia Basket,75,Baskonia,69,local,Antoine Camille Diot ,16,30:14,3,4,2,4,4,5,3,5,4,3
03/06/2017,Valencia Basket,75,Baskonia,69,local,Romain Lebel-Guessagba-Sato ,11,24:26,2,5,1,3,4,4,2,1,2,4
03/06/2017,Valencia Basket,75,Baskonia,69,local,Bojan Dubljevic ,12,23:10,4,9,0,3,4,4,6,0,2,6
03/06/2017,Valencia Basket,75,Baskonia,69,local,Guillem Vives Torrent,,,0,0,0,0,0,0,,,,
03/06/2017,Valencia Basket,75,Baskonia,69,local,Rafael Martínez Aguilera,3,13:11,0,0,1,4,0,0,0,0,2,0
03/06/2017,Valencia Basket,75,Baskonia,69,local,Pierre David Oriola Garriga,11,16:50,4,6,0,0,3,4,2,0,2,2
03/06/2017,Valencia Basket,75,Baskonia,69,local,Fernando San Emeterio Lara,15,25:50,3,9,1,2,6,8,5,2,2,7
03/06/2017,Valencia Basket,75,Baskonia,69,local,Joan Sastre Morro,2,26:19,1,5,0,3,0,0,2,4,2,0
03/06/2017,Valencia Basket,75,Baskonia,69,local,Luis Ferrando Ortells,,,0,0,0,0,0,0,,,,
03/06/2017,Valencia Basket,75,Baskonia,69,local,Lucas Clayton Sikma ,2,18:50,0,0,0,1,2,2,2,3,3,1
03/06/2017,Valencia Basket,75,Baskonia,69,local,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
03/06/2017,Valencia Basket,75,Baskonia,69,local,William Benson Thomas ,3,21:10,0,1,1,2,0,0,5,0,3,0
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Ricardo Julio Ledo ,11,21:20,3,3,1,4,2,2,5,2,2,1
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Johannes Voigtmann ,3,13:11,1,1,0,1,1,2,1,0,4,1
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Adam Hanga ,11,31:11,2,4,2,3,1,2,4,2,3,2
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Tadas Sedekerskis ,0,02:18,0,0,0,0,0,0,0,0,1,0
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Rodrigue Gabriel Beaubois ,10,13:31,2,3,2,2,0,0,1,0,5,0
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Jaka Blazic ,2,06:58,0,1,0,0,2,4,2,1,2,2
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Ilimane Diop Gaye,3,26:39,0,1,0,0,3,4,6,0,2,6
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Kim Gerlof Guy Tillie,0,11:11,0,1,0,2,0,0,2,0,1,0
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Nicolas Laprovittola ,2,11:03,1,1,0,1,0,0,1,1,1,3
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Tornike Shengelia,11,28:59,3,7,1,2,2,2,3,1,2,4
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Rafael Freire Luz,,,0,0,0,0,0,0,,,,
03/06/2017,Valencia Basket,75,Baskonia,69,visit,Deshane Davis Larkin ,16,33:39,4,8,2,9,2,4,5,5,1,3
05/06/2017,Valencia Basket,85,Baskonia,77,local,Antoine Camille Diot ,8,31:39,1,3,1,3,3,3,1,10,4,7
05/06/2017,Valencia Basket,85,Baskonia,77,local,Romain Lebel-Guessagba-Sato ,8,28:31,1,2,2,3,0,0,5,2,4,1
05/06/2017,Valencia Basket,85,Baskonia,77,local,Bojan Dubljevic ,6,20:09,3,4,0,1,0,2,7,3,2,1
05/06/2017,Valencia Basket,85,Baskonia,77,local,Guillem Vives Torrent,3,08:21,0,0,1,6,0,0,0,0,0,1
05/06/2017,Valencia Basket,85,Baskonia,77,local,Rafael Martínez Aguilera,,,0,0,0,0,0,0,,,,
05/06/2017,Valencia Basket,85,Baskonia,77,local,Pierre David Oriola Garriga,18,19:51,7,9,0,0,4,4,4,0,3,3
05/06/2017,Valencia Basket,85,Baskonia,77,local,Fernando San Emeterio Lara,19,30:06,4,4,3,3,2,2,3,4,0,3
05/06/2017,Valencia Basket,85,Baskonia,77,local,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
05/06/2017,Valencia Basket,85,Baskonia,77,local,Joan Sastre Morro,4,21:23,2,4,0,3,0,0,2,2,0,0
05/06/2017,Valencia Basket,85,Baskonia,77,local,Lucas Clayton Sikma ,4,14:54,2,3,0,1,0,0,3,0,2,1
05/06/2017,Valencia Basket,85,Baskonia,77,local,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
05/06/2017,Valencia Basket,85,Baskonia,77,local,William Benson Thomas ,15,25:06,4,7,2,3,1,1,3,1,2,2
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Ricardo Julio Ledo ,17,28:41,2,4,3,5,4,4,4,5,2,2
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Johannes Voigtmann ,6,23:07,3,3,0,1,0,0,6,2,2,1
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Adam Hanga ,3,14:32,1,2,0,2,1,2,1,0,0,1
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Tadas Sedekerskis ,,,0,0,0,0,0,0,,,,
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Rodrigue Gabriel Beaubois ,2,10:07,1,2,0,5,0,0,1,1,1,0
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Jaka Blazic ,4,13:58,2,3,0,3,0,0,1,0,1,1
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Ilimane Diop Gaye,4,21:15,2,3,0,0,0,0,2,0,3,2
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Kim Gerlof Guy Tillie,0,17:25,0,0,0,0,0,0,1,0,1,0
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Nicolas Laprovittola ,10,15:53,2,4,2,3,0,1,1,3,5,2
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Tornike Shengelia,12,26:49,3,9,1,1,3,4,8,1,1,5
05/06/2017,Valencia Basket,85,Baskonia,77,visit,Deshane Davis Larkin ,19,28:13,4,5,2,6,5,6,1,1,3,3
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Anthony Erwin Randolph,3,21:14,0,1,1,4,0,0,4,0,1,1
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Dontaye Dominic Draper ,,,0,0,0,0,0,0,,,,
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Rodolfo Fernández Farrés,19,24:01,3,5,4,7,1,1,2,2,2,2
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Andrés Marcelo Nocioni,,,0,0,0,0,0,0,,,,
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Luka Doncic,3,13:01,0,1,1,1,0,0,2,2,2,1
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Jonas Maciulis ,0,15:56,0,0,0,2,0,0,2,2,1,0
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Felipe Reyes Cabanas,11,18:46,5,5,0,0,1,1,6,0,2,3
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Gustavo Alfonso Ayón Aguirre,6,22:15,3,4,0,0,0,0,6,2,1,2
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Jaycee Don Jerry Dean Carroll ,9,15:13,2,2,1,5,2,2,1,1,1,4
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Tegba Othello Hunter Jr ,4,17:31,2,3,0,1,0,0,1,1,2,0
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Sergio Llull Meliá,20,27:59,4,6,3,8,3,3,0,4,1,4
09/06/2017,Real Madrid,87,Valencia Basket,81,local,Jeffery Matthew Taylor ,12,24:04,3,3,2,3,0,0,2,3,4,0
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Antoine Camille Diot ,2,31:08,1,3,0,0,0,0,3,9,4,3
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Romain Lebel-Guessagba-Sato ,2,17:27,1,5,0,1,0,0,1,0,2,0
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Bojan Dubljevic ,19,24:30,5,9,3,4,0,0,5,1,1,1
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Guillem Vives Torrent,0,08:52,0,1,0,1,0,0,0,1,2,1
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Rafael Martínez Aguilera,6,09:28,0,1,2,2,0,0,0,0,1,1
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Pierre David Oriola Garriga,8,15:30,2,2,1,1,1,2,1,1,2,2
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Fernando San Emeterio Lara,14,30:39,5,8,1,4,1,1,4,2,0,2
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Joan Sastre Morro,5,22:26,1,2,1,1,0,2,2,2,3,3
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Lucas Clayton Sikma ,13,17:38,4,6,1,1,2,2,4,3,1,2
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
09/06/2017,Real Madrid,87,Valencia Basket,81,visit,William Benson Thomas ,12,22:22,2,4,2,5,2,2,1,0,1,2
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Anthony Erwin Randolph,2,18:01,1,2,0,1,0,0,6,0,2,2
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Dontaye Dominic Draper ,,,0,0,0,0,0,0,,,,
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Rodolfo Fernández Farrés,0,10:33,0,0,0,1,0,0,0,1,0,1
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Andrés Marcelo Nocioni,13,17:19,2,3,3,3,0,0,3,0,3,1
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Luka Doncic,2,22:48,1,1,0,2,0,0,4,4,0,4
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Jonas Maciulis ,4,12:28,1,3,0,3,2,2,1,0,2,1
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Felipe Reyes Cabanas,14,16:51,5,5,0,1,4,4,3,0,3,4
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Gustavo Alfonso Ayón Aguirre,7,10:10,2,4,0,0,3,4,5,0,4,2
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Jaycee Don Jerry Dean Carroll ,4,19:40,2,3,0,2,0,0,2,0,2,1
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Tegba Othello Hunter Jr ,6,16:59,3,4,0,0,0,0,2,2,5,0
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Sergio Llull Meliá,22,35:42,5,9,2,7,6,10,2,6,3,8
11/06/2017,Real Madrid,79,Valencia Basket,86,local,Jeffery Matthew Taylor ,5,19:29,1,2,1,1,0,0,5,0,2,1
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Antoine Camille Diot ,9,25:20,1,5,2,4,1,2,2,4,3,4
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Romain Lebel-Guessagba-Sato ,0,16:10,0,1,0,3,0,0,6,0,3,1
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Bojan Dubljevic ,20,19:29,6,9,1,4,5,8,9,0,4,6
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Guillem Vives Torrent,2,14:39,1,2,0,1,0,0,0,4,3,2
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Rafael Martínez Aguilera,6,14:21,0,0,2,2,0,0,1,2,2,1
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Pierre David Oriola Garriga,10,20:32,4,7,0,1,2,2,2,0,1,1
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Fernando San Emeterio Lara,14,26:53,4,10,1,3,3,3,1,4,0,4
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Joan Sastre Morro,5,22:36,0,4,1,2,2,4,3,2,3,3
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Lucas Clayton Sikma ,9,19:48,2,3,1,1,2,2,4,0,5,2
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
11/06/2017,Real Madrid,79,Valencia Basket,86,visit,William Benson Thomas ,11,20:12,2,3,2,4,1,1,4,1,1,2
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Antoine Camille Diot ,5,29:31,1,3,1,4,0,0,2,3,2,4
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Romain Lebel-Guessagba-Sato ,8,16:36,1,2,2,2,0,0,2,0,3,0
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Bojan Dubljevic ,14,28:56,6,8,0,4,2,2,6,3,3,6
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Guillem Vives Torrent,9,10:29,0,0,3,3,0,0,2,0,2,0
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Rafael Martínez Aguilera,4,19:56,2,3,0,1,0,0,3,0,1,0
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Pierre David Oriola Garriga,4,11:04,2,3,0,0,0,0,4,0,4,3
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Fernando San Emeterio Lara,15,29:05,0,4,4,6,3,3,5,3,1,2
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Joan Sastre Morro,0,14:23,0,0,0,1,0,0,0,1,2,0
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Lucas Clayton Sikma ,6,21:22,3,5,0,2,0,0,6,5,2,1
14/06/2017,Valencia Basket,81,Real Madrid,64,local,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
14/06/2017,Valencia Basket,81,Real Madrid,64,local,William Benson Thomas ,16,18:38,5,6,2,3,0,0,2,0,0,2
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Anthony Erwin Randolph,3,14:02,0,1,1,2,0,0,1,1,3,1
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Dontaye Dominic Draper ,,,0,0,0,0,0,0,,,,
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Rodolfo Fernández Farrés,10,24:15,2,2,2,6,0,0,1,3,0,2
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Andrés Marcelo Nocioni,0,15:33,0,0,0,5,0,0,1,0,1,0
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Luka Doncic,13,23:04,3,5,2,5,1,2,8,2,0,4
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Jonas Maciulis ,0,11:51,0,1,0,1,0,0,2,0,0,0
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Felipe Reyes Cabanas,0,10:25,0,2,0,0,0,0,4,0,2,0
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Gustavo Alfonso Ayón Aguirre,15,26:38,7,12,0,0,1,2,8,1,2,2
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Jaycee Don Jerry Dean Carroll ,3,12:23,0,4,1,4,0,0,1,0,3,4
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Tegba Othello Hunter Jr ,0,13:22,0,1,0,0,0,0,0,0,3,0
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Sergio Llull Meliá,16,30:09,4,5,0,4,8,8,2,1,1,6
14/06/2017,Valencia Basket,81,Real Madrid,64,visit,Jeffery Matthew Taylor ,4,18:18,0,0,1,3,1,2,1,1,3,1
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Antoine Camille Diot ,11,31:02,0,2,3,7,2,4,4,0,3,3
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Romain Lebel-Guessagba-Sato ,10,16:30,1,2,2,7,2,2,3,0,1,1
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Bojan Dubljevic ,1,19:58,0,1,0,4,1,2,9,3,3,4
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Guillem Vives Torrent,3,08:58,0,0,1,4,0,0,2,2,1,0
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Rafael Martínez Aguilera,9,22:24,1,3,2,3,1,2,2,3,1,1
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Pierre David Oriola Garriga,7,20:02,3,7,0,0,1,3,6,3,3,3
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Fernando San Emeterio Lara,7,23:30,1,4,0,0,5,6,2,3,1,6
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Michael Edward Tobey ,,,0,0,0,0,0,0,,,,
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Joan Sastre Morro,19,17:36,6,7,2,3,1,2,6,0,4,1
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Lucas Clayton Sikma ,8,24:53,3,5,0,1,2,2,7,4,1,2
16/06/2017,Valencia Basket,87,Real Madrid,76,local,Viacheslav Kravtsov ,,,0,0,0,0,0,0,,,,
16/06/2017,Valencia Basket,87,Real Madrid,76,local,William Benson Thomas ,12,15:07,4,5,1,2,1,1,6,0,2,2
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Anthony Erwin Randolph,1,07:04,0,1,0,0,1,2,0,0,0,1
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Dontaye Dominic Draper ,,,0,0,0,0,0,0,,,,
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Rodolfo Fernández Farrés,8,15:29,1,2,2,4,0,0,0,0,3,0
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Andrés Marcelo Nocioni,6,19:35,1,1,1,8,1,2,5,0,3,2
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Luka Doncic,2,08:12,1,2,0,1,0,0,1,0,1,0
16/06/2017,Valencia Basket,87,Real Madrid,76,visit,Jonas Maciulis ,2,13:12,1,1,0,1,0,0,0,1,2,1
